;text
3242;['ngga', 'usah', 'pakai', 'bh', 'inggri', 'ma', 'itu', 'orang', 'sini', 'aja', 'kok']
3243;['anjay']
3244;['ayooo', 'wkwkkw']
3245;['nahhhh', 'kalo', 'ini', 'mah', 'kulitin', 'aja']
3246;['open', 'all', 'hahahahahmampu', 'kau', 'deni', 'banci']
3247;['langsung', 'diam', 'dia']
3248;['bang', 'cuma', 'follow', 'penyanyi', 'legenda', 'kitah']
3249;['hayo', 'mau', 'chatan', 'sama', 'bu', 'puan', 'dipersilahkam']
3250;['haha', 'lebok', 'tah', 'buzzer', 'ajg']
3251;['iya', 'berarti', 'gak', 'punya', 'suami', 'dunk']
3252;['bjorka', 'orang', 'bejo', 'bukan', 'bejo', 'jahe', 'merah']
3253;['usut', 'tunta', 'raja', 'firaun', 'di', 'indonesia']
3254;['wkwkwkwkwkwkekekwk']
3255;['negara', 'ini', 'sdah', 'rusak', 'bantu', 'buka', 'semua', 'kejahatan', 'para', 'elit', 'negara', 'ini']
3256;['loh', 'kok', 'ibu', 'puan', 'kepala', 'keluarga', 'emang', 'suaminya', 'kemana']
3257;['harusnya', 'data', 'perkara', 'beginian', 'engga', 'disimpen', 'di', 'web', 'databas', 'ya']
3258;['cuma', 'nyari', 'tentang', 'munir', 'doang']
3259;['jangan', 'kamu', 'imam', 'mahdi', 'bjor', 'atau', 'satria', 'piningit', 'itu']
3260;['ga', 'bisa', 'mba']
3261;['salut', 'q', 'bang', 'udah', 'di', 'sapa', 'sama']
3262;['orgil', 'wkwkwkwk']
3263;['anda', 'yakin']
3264;['ayo', 'buktikan', 'gover', 'kita', 'bisa']
3265;['kau', 'jwblah', 'itu', 'den']
3266;['ungkap', 'perih', 'penembak', 'korban', 'dong', 'biar', 'ga', 'perlu', 'ada', 'kamisan', 'lg']
3267;['buset', 'mafia', 'pengguna', 'pajak', 'no', 'hape', 'nya', 'banyak', 'bener']
3268;['bjorka', 'anda', 'memang', 'pahlawan', 'lanjutkan', 'perjuanganmu']
3269;['apa', 'kabar', 'pak', 'anda', 'haru', 'bekerja', 'daripada', 'berkelil', 'melakukan', 'halhal', 'yang', 'tidak', 'pent', 'percayalah', 'anda', 'tidak', 'akan', 'pernah', 'menjadi', 'presiden', 'jangan', 'buang', 'waktu', 'anda', 'apakah', 'kamu', 'tidak', 'peduli', 'dengan', 'harga', 'bahan', 'bakar', 'saat', 'ini']
3270;['yg', 'ada', 'mah', 'di', 'seruduk', 'haha']
3271;['haha', 'bongkar', 'juga', 'dong', 'datanya', 'si', 'denni', 'siregar', 'biar', 'mampu']
3272;['bianka', 'kamu', 'bernyanyi', 'aja', 'jangan', 'jadi', 'hacker']
3273;['bjorka', 'ini', 'orang', 'luar', 'gk', 'sih']
3274;['anjayyy', 'pengen', 'join']
3275;['ngakakkk']
3276;['nama', 'lu', 'dihack', 'ama', 'bjorka', 'den', 'hati', 'den', 'ama', 'dia', 'data', 'lu', 'ntar', 'dijual', 'biadab', 'bgt', 'si']
3277;['banyak', 'di', 'youtub', 'tapi', 'ngga', 'ada', 'yg', 'sama', 'persi', 'sama', 'rasanya']
3278;['kwkwkw', 'ini', 'komen', 'pale', 'ngakak']
3279;['tanggal', 'vaksin', 'dosi', 'ini', 'sesuai', 'sama', 'data', 'yang', 'dispil']
3280;['bg', 'bjorka', 'tlong', 'hek', 'wa', 'pacar', 'aq', 'dong', 'biar', 'aq', 'bisa', 'liat', 'dia', 'chet', 'sm', 'cew', 'lain', 'gk', 'slain', 'aqu']
3281;['menjijikan']
3282;['seriu', 'tohir', 'kagak', 'bere', 'kuliah']
3283;['what', 'is', 'bjorka', 'religion', 'gtu', 'bg', 'hrusni']
3284;['dia', 'belom', 'booster', 'ya']
3285;['modyar', 'ke']
3286;['bejo', 'aslinya']
3287;['yo', 'dipreksak', 'pah']
3288;['dia', 'kan', 'budeg', 'buat', 'apa']
3289;['move', 'wa', 'pale', 'juga', 'jadi', 'viewer', 'stori', 'eh', 'maap', 'beda', 'kontek']
3290;['nah', 'ini', 'ketemu', 'mereka', 'sama', 'kehutanan', 'jurusan', 'teknolog', 'hasil', 'hutan', 'skripsinya', 'mirip', 'beda', 'loku', 'aja', 'jkw', 'yg', 'pake', 'kacamata', 'itu', 'om', 'gw', 'yg', 'jabat', 'tangan', 'dan', 'yg', 'barisan', 'ata', 'tengah', 'foto', 'wisuda']
3291;['tahun', 'pemerintah', 'indonesia', 'tidak', 'mampu', 'memberi', 'jalan', 'terang', 'utk', 'kasu', 'pembunuhan', 'munir', 'sementara', 'seorang', 'anonim', 'hanya', 'membutuhkan', 'waktu', 'beberapa', 'hari', 'saja', 'utk', 'memecahkan', 'kasusnya', 'melalui', 'keterangan', 'dokumen', 'negara', 'let', 'fuck', 'go', 'man', 'indonesian', 'r', 'with', 'u']
3292;['lagian', 'klo', 'ketangkep', 'juga', 'pale', 'dijadiin', 'duta', 'informatika', 'kan', 'yang', 'udah', 'udah', 'kaya', 'gitu']
3293;['anda', 'terken', 'karena', 'tindakan', 'tindakan', 'itu', 'mewakili', 'kami', 'menjadi', 'tak', 'terken', 'dapat', 'saja', 'dilakukan', 'tapi', 'akan', 'sangat', 'sulit', 'dilupakan']
3294;['top', 'hacker', 'di', 'indonesia', 'mah', 'banyak', 'tapi', 'takut', 'di', 'tangkap', 'dan', 'banyak', 'juga', 'yang', 'sudah', 'di', 'tangkap', 'lalu', 'berbalik', 'jadi', 'pendukung', 'pemerintah']
3295;['makjleb']
3296;['aduh', 'pngn', 'kecup', 'ma', 'bjorka']
3297;['wkwkwkw', 'kalau', 'si', 'ptk', 'ini', 'gapapa', 'hajar', 'aja']
3298;['yuk', 'bisa', 'yuk', 'tinggal', 'lord', 'luhut', 'ngab']
3299;['anjirr', 'kalo', 'samp', 'bener', 'si', 'ini', 'lebih', 'kejam', 'dari', 'ds', 'sma', 'ik']
3300;['syikatt']
3301;['minim', 'aliran', 'dana', 'komitmen', 'fee', 'formula', 'e', 'ditransf', 'kemana', 'coba', 'bongkar']
3302;['join', 'tele', 'nya', 'gimana', 'sih', 'woi', 'wkwk']
3303;['kak', 'open', 'jasa', 'lacak', 'akun', 'scammer', 'tiket', 'be', 'the', 'sun', 'ngga', 'kasian', 'temen', 'ku', 'yang', 'kena', 'scam']
3304;['baru', 'vaksin', 'kali', 'dia', 'kagak', 'buster', 'lu', 'den']
3305;['ini', 'anaknya', 'ringgo', 'kah']
3306;['lanjutkan', 'saya', 'dukung', 'anda', 'saya', 'sebagai', 'wni', 'sdah', 'muak', 'dengan', 'kelakuan', 'para', 'pejabat', 'yg', 'gak', 'mau', 'cari', 'ide', 'yg', 'bagu', 'taunya', 'naikkan', 'bbm', 'dan', 'sengsarakan', 'rakyat', 'kecil']
3307;['anjirrr', 'lewat', 'tl', 'sendiri', 'akunnya']
3308;['apapun', 'motifnya', 'kemunculan', 'baguslah', 'bikin', 'istana', 'puyengenak', 'bener', 'rakyat', 'kecil', 'di', 'bikin', 'puyeng', 'gara', 'kenaikan', 'bbm', 'tapi', 'pejabat', 'cenganga', 'cengeng', 'ongkang', 'gajiangiliran', 'ada', 'yg', 'nyenggol', 'puyeng', 'kebakaran', 'jenggot']
3309;['nomer', 'telpon', 'bisa', 'sendiri', 'wkwk']
3310;['maneh']
3311;['wakakakakaka']
3312;['punya', 'siapa', 'dong', 'jadinya']
3313;['banyak', 'sekali', 'pada', 'baha', 'ini', 'tapi', 'dengan', 'nama', 'akun', 'yang', 'tidak', 'jela', 'hahahaha']
3314;['buzzer', 'emang', 'habat', 'tapi', 'sayangnya', 'mereka', 'laknat']
3315;['bjorka', 'ii', 'sangar', 'dia', 'yakin', 'gabak', 'ketangkep', 'dan', 'kalo', 'dia', 'ketangkep', 'semua', 'konco', 'hacker', 'e', 'bakal', 'nyerang', 'indonesia']
3316;['kalo', 'ipknya', 'rendah']
3317;['ayo', 'report', 'orang', 'ini']
3318;['ani', 'nomernya', 'banyak', 'amat', 'itu', 'buzzer']
3319;['tapi', 'emang', 'kek', 'gini', 'juga', 'perlu', 'biar', 'pemerintah', 'tuh', 'melek', 'ama', 'it', 'dan', 'digit', 'serta', 'biar', 'orang', 'orang', 'yang', 'tidak', 'sesuai', 'dengan', 'bidangnya', 'lebih', 'sadar', 'diri', 'dan', 'ngehir', 'orang', 'orang', 'yang', 'pa']
3320;['ini', 'masih', 'sekela', 'danzo', 'yg', 'terakhir', 'kaguya', 'mak', 'banteng']
3321;['aku', 'bisa', 'ngesav', 'dari', 'laptop', 'tapi', 'pa', 'mau', 'disebarkan', 'atau', 'dikirimkan', 'ke', 'orang', 'lain', 'melalui', 'apss', 'chate', 'sama', 'sekali', 'kagak', 'bisa', 'woi', 'benerben', 'hacker', 'mewakili', 'rakyat', 'indonesia', 'kamu']
3322;['iya', 'dia', 'si', 'et', 'gak', 'kan', 'pernah', 'jadi', 'presiden', 'kan', 'dia', 'calon', 'cawapr']
3323;['lu', 'tau', 'kalau', 'lu', 'dan', 'selruh', 'rakyat', 'lu', 'gak', 'ada', 'yg', 'bisa', 'njir', 'rendah', 'banget', 'gw', 'yg', 'bikin', 'aneh', 'banyak', 'yg', 'gek', 'merasa', 'dirndahkan', 'ni', 'org', 'gak', 'bilang', 'gover', 'tapi', 'all', 'ur', 'peopl', 'dih', 'salut', 'sama', 'yg', 'gak', 'tersinggung']
3324;['kalo', 'scroll', 'tu', 'jgn', 'setengah', 'makanya']
3325;['nyooohhh']
3326;['biar', 'rame', 'aja', 'lapak', 'twitter']
3327;['apakah', 'bjorka', 'adlh', 'big', 'mous']
3328;['bisa', 'aja', 'anak', 'swasta', 'kak']
3329;['hu', 'hu', 'hu', 'huuuuu']
3330;['udh', 'di', 'brief', 'kyk', 'nya', 'orang', 'yg', 'save', 'nomer', 'si', 'puan']
3331;['haru', 'ada', 'emang', 'viru', 'baik', 'di', 'dalem', 'tubuh', 'jahat', 'udah', 'terlalu', 'mainstream', 'viru', 'jahat', 'di', 'dalam', 'tubuh', 'baik']
3332;['ooo', 'kawannya', 'jender', 'ada', 'wajengan']
3333;['bang', 'kamu', 'pake', 'indihom', 'sere', 'ngeleg', 'ga']
3334;['ada', 'saatnya', 'kita', 'perlu', 'tidak', 'nurut', 'jangan', 'terlalu', 'polo', 'dude']
3335;['lanjutkan', 'aksimu', 'bantai', 'orang', 'munafik', 'yang', 'berpura', 'baik', 'kepada', 'rakyat', 'bongkar', 'semuanya', 'permalukan', 'mereka', 'biar', 'rakyat', 'semua', 'tau', 'bahwa', 'betapa', 'kejam', 'pemerintahan', 'ini']
3336;['download', 'dulu', 'tele', 'bangbaru', 'search', 'nama', 'akun', 'yg', 'di', 'butuhkan']
3337;['christ', 'jesu', 'aka', 'yesu', 'hitler', 'dan', 'mohammad', 'aka', 'muhammad', 'itu', 'bukan', 'sih']
3338;['wowwwww', 'anaknya', 'ibu', 'mega']
3339;['next', 'megawati']
3340;['mau', 'maccbook', 'murah', 'seharga', 'juta', 'klik', 'link', 'dibawah', 'ini']
3341;['ada', 'konspirasi', 'pengalihan', 'isu', 'kek', 'gini', 'kelihatannya', 'jadi', 'kek', 'konspirasi', 'didalam', 'konspirasi', 'untuk', 'counter', 'perjuangan', 'dalam', 'menegakkan', 'misi', 'membuka', 'mata', 'pemerintah', 'untuk', 'evaluasi', 'kinerja', 'pemerintahan', 'yg', 'sembrawut', 'dan', 'penuh', 'korupsi', 'kolusi', 'dan', 'nepotism', 'thank', 'bjorka']
3342;['ksh', 'tau', 'si', 'bjor', 'lg', 'nyerang', 'siapa', 'yg', 'ini']
3343;['ntaaabbbssss']
3344;['sikat', 'mang', 'semua', 'orang', 'di']
3345;['lu', 'samsudin', 'ya']
3346;['blm', 'booster', 'ya']
3347;['jgn', 'samp', 'masuk', 'podkest', 'nya', 'om', 'ded', 'aja', 'yg', 'pent']
3348;['bjorka', 'tolong', 'gacorin', 'akun', 'saya', 'xixiixi']
3349;['it', 'time', 'for', 'buzzer', 'wkwkwkw']
3350;['film', 'pale', 'aneh', 'di', 'duniaminggu', 'pertama', 'penontonnya', 'lebih', 'banyak', 'dedemitnyaminggu', 'kedua', 'tiba', 'penontonnya', 'banyak', 'tapi', 'tdk', 'penuh', 'yahekh', 'selidik', 'punya', 'selidik', 'ternyata', 'yg', 'nonton', 'keluarga', 'besarnyawkwkm']
3351;['yang', 'jela', 'kita', 'senang', 'dengan', 'wkwkwkwk']
3352;['pak', 'itu', 'daftar', 'no', 'no', 'hp', 'pake', 'ktp', 'siapa', 'ya']
3353;['dia', 'maunya', 'ju', 'buah', 'naga']
3354;['mantab', 'tum', 'selama', 'ini', 'kami', 'terep', 'dukung', 'yg', 'dilkukan', 'demi', 'membongkar', 'kepalsuan', 'topeng', 'orang', 'angkuh']
3355;['nggeh', 'ma']
3356;['yok', 'bisa', 'yok', 'bongkar', 'biar', 'tau', 'kejahatan', 'yg', 'tertutup', 'dibalik', 'mereka']
3357;['bang', 'apa', 'hasil', 'pemilu', 'bener', 'atau', 'ada', 'kecurangan', 'hm', 'kepikiran', 'nih']
3358;['tambah', 'male', 'bayar', 'pajak']
3359;['siasat', 'dong', 'korupsi', 'apbn', 'perjuangkan', 'di', 'dprd', 'yajangan', 'dibiar', 'lari', 'ke', 'singapir']
3360;['taroan', 'sejutaan', 'bjorkan', 'orang', 'indo', 'pasti']
3361;['joke', 'wwkwkk']
3362;['karena', 'dulu', 'dia', 'kerja', 'buat', 'penjahat', 'yg', 'mau', 'rusak', 'pemerintahan', 'negara', 'eh', 'ternyata', 'sekarang', 'penjahatnya', 'yg', 'menguasai', 'negara', 'makanya', 'ga', 'ada', 'yg', 'bayar', 'bjorka', 'lagi', 'gitulah', 'kira', 'yg', 'terjadi', 'di', 'wakanda']
3363;['bang', 'kintil', 'bang']
3364;['akhirnya', 'nemu', 'jawaban', 'yang', 'keren', 'tapi', 'emang', 'bener', 'sih', 'data', 'masyarakat', 'indo', 'udah', 'banyak', 'yang', 'bocor', 'dan', 'hadirlah', 'bjorka', 'ini', 'buat', 'ngeluarin', 'data', 'data', 'dari', 'pemerintah', 'juga', 'cuman', 'ya', 'emang', 'takutnya', 'datanya', 'dijual', 'truss', 'ya', 'mendekati', 'sii', 'jadi', 'gtu']
3365;['wowmakjleb']
3366;['kalau', 'deni', 'mah', 'buzzer', 'ma', 'dr', 'mane', 'dia', 'bs', 'jd', 'pejabat']
3367;['nah', 'kan', 'princ', 'sama', 'desi', 'aja', 'blm', 'booster']
3368;['erick', 'tohir', 'lulusan', 'sma', 'bisa', 'jadi', 'menteri']
3369;['info', 'maszeee', 'ini', 'kasu', 'yg', 'apa']
3370;['nunggu', 'diundang', 'deddi', 'corbuzi']
3371;['hacker', 'atau', 'politiku', 'nih', 'kalo', 'saya', 'lebih', 'yakin', 'yang', 'terakhit']
3372;['atuh', 'puguh', 'pak', 'apan', 'baturan', 'nana']
3373;['wah', 'pak', 'rumahnya', 'kelurahan', 'dg', 'sy']
3374;['untung', 'aku', 'uda', 'ganti', 'no', 'tlpn']
3375;['belum', 'pada', 'booster', 'semuanya']
3376;['mampusss', 'ekwkw']
3377;['haru', 'pakai', 'bahasa', 'inggri', 'pak']
3378;['bukan', 'wkwkwkwk']
3379;['mom', 'megawati', 'sp', 'emangnya', 'gelarnya', 'sarjana', 'pertanian']
3380;['lagi', 'nyulap']
3381;['bjorka', 'orang', 'indonesia', 'gw', 'jamin']
3382;['bg', 'wkwkw']
3383;['data', 'biasa', 'apa', 'yg', 'luarbiasa', 'ga', 'biaa', 'buat', 'pinjem', 'duit', 'ke', 'pinjol']
3384;['soegeng', 'soejono']
3385;['semangatttt']
3386;['awokwokwok', 'hitler', 'sebelum', 'meningg', 'di', 'garut', 'jadi', 'muallaf', 'ganti', 'nama', 'jadi', 'muhammad', 'adolfsyah']
3387;['makasi', 'kak']
3388;['cv', 'saya', 'buat']
3389;['iyaa', 'kan', 'malah', 'nambah', 'bikin', 'penasaran', 'juga', 'kok', 'bisa', 'gitu']
3390;['jawab', 'yeee', 'di', 'tanya', 'diem']
3391;['kok', 'masih', 'percaya', 'tp', 'karna', 'nih', 'akun', 'suka', 'adu', 'domba']
3392;['gassss', 'wkwkwk']
3393;['bjorka', 'ke', 'denni', 'siregar', 'bagaimana', 'rasanya', 'hidup', 'menggunakan', 'uang', 'pajak', 'dari', 'orang', 'indonesia']
3394;['wah', 'kek', 'bjorka', 'fix', 'orang', 'indo', 'ini']
3395;['teru', 'klo', 'udah', 'dijebol', 'datanya', 'buat', 'apa', 'seriu', 'nanya']
3396;['vangk', 'mereka', 'cuma', 'vaksin', 'x']
3397;['bjorka', 'ni', 'orang', 'indonesia', 'sptnya']
3398;['orang', 'jg', 'udh', 'tahu', 'ko', 'bukan', 'rahasia', 'umum']
3399;['account', 'is', 'temporarili', 'unavail', 'becaus', 'it', 'violat', 'the', 'twitter', 'media', 'polici', 'learn', 'more']
3400;['gak', 'belain', 'et', 'tapi', 'beliau', 's', 's', 'di', 'luar', 'negeri', 'mungkin', 'gak', 'tercatat', 'yg', 'punya', 'mahaka', 'coi', 'gak', 'mungkin', 'cuma', 'lulusan', 'sma']
3401;['inimah', 'ada', 'maksud', 'lain', 'ah', 'gare']
3402;['lawak']
3403;['seru', 'bgt', 'loh']
3404;['lah', 'sama', 'foku', 'sama', 'vaksin', 'kok', 'cuma', 'ada', 'dua', 'semua']
3405;['ma', 'ucup', 'tolong', 'ungkap', 'siapa', 'yg', 'bulli', 'kim', 'garam', 'dong']
3406;['sikat', 'bang', 'desi', 'emang', 'sere', 'bikin', 'resah', 'sere', 'nyebar', 'hoax', 'gk', 'ada', 'dia', 'indonesia', 'lebih', 'tenang']
3407;['bagaimana', 'comentmu', 'dul']
3408;['wahh', 'baru', 'tau']
3409;['sasaran', 'yang', 'tepat', 'hancurkan', 'buzzer', 'semua', 'kubu']
3410;['mani', 'sih', 'ini', 'org', 'hahahah']
3411;['jiahahah']
3412;['oalahhhh', 'wong', 'jagir', 'suroboyo', 'jebul']
3413;['diata', 'dari', 'apapun']
3414;['tolongg', 'ngakak', 'bacanya', 'udah', 'hari', 'ga', 'ada', 'tindakan', 'tegasnunggu', 'hp', 'lu', 'di', 'reta', 'baru', 'ketakutan', 'dah']
3415;['erik', 'slta', 'doang', 'ternyata']
3416;['kringkringgg']
3417;['harga', 'bbm', 'aja', 'gak', 'mampu', 'diatasi', 'apalagi', 'presiden', 'malah', 'rusak', 'nanti', 'semuanya']
3418;['bukannya', 'itu', 'syarat', 'utama']
3419;['bang', 'bisa', 'minta', 'tolong', 'hapusin', 'fesbuk', 'lamaku', 'gak', 'entar', 'ku', 'beliin', 'es', 'mangga']
3420;['anjir', 'beneran', 'nomernya']
3421;['diata', 'segalanya']
3422;['surat', 'dari', 'praha']
3423;['kalo', 'u', 'pengen', 'nama', 'u', 'lebih', 'terken', 'di', 'dunia', 'hacker', 'jan', 'cuma', 'bocorin', 'data', 'ga', 'pent', 'gini', 'doang', 'lah', 'lakuin', 'yang', 'lebih', 'besar', 'lagi']
3424;['infon', 'pundi', 'ki']
3425;['waaw', 'sangat', 'menarik', 'untuk', 'disimak']
3426;['nah', 'ini', 'pa', 'dikupa', 'dikit', 'pakd', 'bjorka', 'karena', 'bikin', 'negara', 'konoha', 'terpecah', 'pecah']
3427;['kalo', 'you', 'percaya', 'pastinya', 'udah', 'ketangkap', 'dongatau', 'ini', 'hanya', 'pengalihan', 'isu', 'ferdi', 'sambo', 'kan', 'intel', 'di', 'indo', 'jago', 'nangkepin', 'penjahat', 'yang', 'gak', 'berduitkalo', 'penjahat', 'memiliki', 'uang', 'pastinya', 'penjahat', 'akan', 'tenang']
3428;['whoaaaa', 'dibongkar', 'semua', 'ini', 'kandang', 'banteng', 'pasti', 'lagi', 'ada', 'rapat', 'dadakan', 'wkwk']
3429;['lama', 'lama', 'kek', 'sasuk', 'lu', 'bocah', 'caper', 'hau', 'atensi', 'yg', 'pengen', 'dapet', 'eksposur']
3430;['wkwkwk', 'diborong', 'gtu', 'fiq']
3431;['pasukan', 'revolusi', 'bergerak', 'setelah', 'kemarin', 'heboh', 'akagami', 'vs', 'kurohig']
3432;['yaudah', 'bagi', 'wallpapernya', 'dl']
3433;['udah', 'hari', 'masih', 'googl', 'bjorka', 'kah']
3434;['horor', 'admin', 'sini', 'punya', 'kepribadian', 'kayaknya']
3435;['buzzer', 'anti', 'pemerintah', 'juga', 'sama', 'aja', 'om', 'hahha']
3436;['itu', 'seriu', 'erick', 'tohir', 'lulusan', 'sma']
3437;['waduh', 'makasih', 'infonya']
3438;['disenggol', 'nh']
3439;['lagi', 'mam', 'pakek', 'tahu', 'ngeteh', 'bareng', 'teteh', 'di', 'warung', 'tapi', 'ini', 'udah', 'kelar', 'keknya', 'makelarnya']
3440;['makjleeeeebbbsatir', 'bingit']
3441;['untuk', 'mencarimu', 'bisa', 'mendorong', 'bbm', 'naik', 'lagi', 'lho', 'alasannya', 'butuh', 'dana', 'tambahan', 'untuk', 'nyari', 'bjorka']
3442;['keren', 'bg', 'coba', 'hek', 'akun', 'mobel', 'lejenku', 'bg', 'biar', 'full', 'skin', 'bg']
3443;['sama']
3444;['makin', 'hot', 'nih', 'guyss', 'xixixi']
3445;['bjorkan', 'tu', 'siapa', 'dan', 'kenapa', 'kenapa', 'spill', 'data', 'gt']
3446;['seriusan', 'malu', 'gw', 'bacanya']
3447;['bubarkan', 'buzzer', 'rp']
3448;['go', 'merdeka']
3449;['inimah', 'circl', 'aktivi', 'yg', 'pernah', 'ketangkap', 'karena', 'organ', 'demo', 'sekarang', 'pake', 'anon', 'dan', 'gimmick', 'hekerhekeran']
3450;['iya', 'woi', 'tidak', 'masuk', 'di', 'akal']
3451;['pantesan', 'cukuran', 'kumi', 'nya', 'bagu', 'soalnya', 'asgar']
3452;['hi', 'serang', 'akun', 'lahir', 'dari', 'pantat']
3453;['wkwk', 'gila', 'men', 'satusatu', 'kena', 'semua']
3454;['do', 'think', 'he', 'is', 'yg', 'dimaksud', 'keknya', 'org', 'yg', 'sama', 'soal', 'kasu', 'munir', 'serem', 'pokonya', 'wkwkwkwwwk']
3455;['wah', 'bisa', 'jantungan', 'ini']
3456;['knp', 'orang', 'pada', 'hebat', 'bener', 'reta', 'ginian']
3457;['gokil', 'bro']
3458;['kenapa', 'si', 'pruang', 'jadi', 'kepala', 'keluarga']
3459;['mahkota', 'mu', 'ketingalan']
3460;['si', 'bisa', 'kejang']
3461;['kela']
3462;['wahahahaha']
3463;['apakah', 'ini', 'efek', 'mknya', 'uu', 'pdp', 'disahkan', 'ok']
3464;['ditunggu', 'balasannya', 'ya', 'kak']
3465;['nomer', 'segitu', 'banyaknya', 'jgn', 'desi', 'ngetwit', 'sendiri', 'bala', 'cuitan', 'sendiri']
3466;['wkwkkwkw', 'ngakak']
3467;['akseyna', 'itu', 'kan']
3468;['udah', 'di', 'adili', 'walaupun', 'beba', 'telat']
3469;['jadi', 'cring', 'gini']
3470;['xianzinggg', 'netpliksnya', 'kakaaa', 'sebulan', 'cuma', 'k']
3471;['jangan', 'di', 'kasih', 'kendor']
3472;['bangk', 'lu', 'agen', 'dukun', 'typoo', 'typoo']
3473;['di', 'remehin', 'nih', 'ma', 'nih', 'akun']
3474;['tant', 'w', 'cerita', 'sendiri', 'kok', 'waktu', 'dia', 'pulang', 'kampung', 'ke', 'dia', 'beli', 'sertifikat', 'vaksin', 'ketiga', 'karena', 'syarat', 'naik', 'pesawat', 'kan', 'smpe', 'speechless', 'dengernya']
3475;['saya', 'support', 'kamu', 'ma']
3476;['asw', 'wkwkwkwk']
3477;['kayaknya', 'sih', 'yg', 'di', 'ig', 'juga', 'komen', 'konten', 'nya', 'juga', 'semua', 'dukung', 'puan', 'heraan', 'kadang']
3478;['emm', 'mampu', 'ketauan', 'lo']
3479;['da', 'saukur', 'nga', 'dox', 'data', 'tumbal', 'rezim', 'mah', 'gampang', 'atuhlah', 'euy', 'pan', 'sajenisna']
3480;['temukan', 'harun', 'masiku', 'brother']
3481;['tulung', 'bongkar', 'dokumen', 'eiichiro', 'oda', 'one', 'piec', 'ada', 'dimana']
3482;['ndlogok', 'jebul', 'wong', 'sentolo']
3483;['tadi', 'katanya', 'boyolali']
3484;['karna', 'dia', 'merasa', 'ada', 'ketidakadilan', 'didalamnya']
3485;['next', 'ahok', 'megawati']
3486;['telah', 'ribu']
3487;['hhaahaha', 'i', 'cingcicinglah', 'kasusna', 'ngeureuleup', 'wae']
3488;['luarbiasa', 'sih', 'ini']
3489;['netflix', 'nya', 'qaqa', 'yuk', 'sung', 'order', 'di', 'wa']
3490;['bgsd', 'fiqri']
3491;['wkwk', 'ampun', 'bosmen']
3492;['masih', 'mend', 'pdip', 'daripada', 'pk']
3493;['pakd', 'jokowi', 'lulu', 'ugm', 'tahun', 'berapa', 'ya']
3494;['hayolooohhhhhhh', 'hahahahahahahah']
3495;['boleh', 'atuh', 'dispil']
3496;['elu', 'mabok', 'makan', 'postingan', 'densi', 'eko', 'kuntet']
3497;['udah', 'terlanjur', 'hidup', 'sebagai', 'warga', 'wakanda', 'intinya', 'mah', 'dahlah', 'smoga', 'data', 'kita', 'gaada', 'disalahgunakan', 'sama', 'pihak', 'asingnya', 'toh', 'dgn', 'adanya', 'kasu', 'ini', 'kita', 'jadi', 'tau', 'betapa', 'bobroknya', 'sistem', 'negara', 'wakanda']
3498;['anjir', 'ngerti', 'lagih', 'gue', 'wkwkwkw']
3499;['gatau', 'ada', 'hubungannya', 'sama', 'hacker', 'ini', 'atau', 'nggak', 'tp', 'udah', 'denger', 'org', 'di', 'sekitarku', 'kena', 'scam', 'hari', 'ini', 'kalo', 'data', 'penduduk', 'kecil', 'kayak', 'kita', 'gini', 'kena', 'scam', 'berasa', 'banget', 'ruginya', 'daripada', 'pejabat', 'itu']
3500;['jadi', 'para', 'gerombolan', 'yang', 'suka', 'teriak', 'teriak', 'vaksin', 'tidak', 'ada', 'yg', 'sampai', 'booster', 'vak', 'yu']
3501;['bener', 'tuh', 'saya', 'gk', 'ngerti', 'bahasa', 'inggri']
3502;['rusak', 'tinggal', 'di', 'ganti', 'ruwet', 'amat']
3503;['bjorka', 'tau', 'gak', 'tirai', 'mana', 'yg', 'isinya', 'milyar']
3504;['wkkww', 'geu', 'pw', 'make', 'basa', 'sunda', 'aku', 'teh', 'pak', 'da', 'mun', 'beneran', 'bang', 'jago', 'mah', 'pasti', 'bisa', 'bahasa', 'naon', 'wae']
3505;['lagi', 'nonton', 'drakor', 'adama', 'sama', 'big', 'mouth', 'teru', 'muncul', 'fenomena', 'macam', 'sungguh', 'menambah', 'warna', 'kehidupan']
3506;['setelah', 'baca', 'data', 'yang', 'diumbar', 'banyak', 'yang', 'belom', 'vaksin', 'bosster']
3507;['usut', 'tunta', 'rezim', 'rezim', 'banteng', 'bercula']
3508;['coba', 'mang', 'bjorka', 'di', 'mintai', 'tolong', 'buka', 'cctv', 'km']
3509;['ini', 'asli', 'apa', 'rp']
3510;['walah', 'kreak', 'semarang', 'jebull', 'wkwkwk']
3511;['puncak', 'komedi', 'orang', 'orang', 'angkuh', 'negri', 'ini']
3512;['bocah', 'caper']
3513;['hei', 'pak', 'hello', 'bagaimana', 'jika', 'berita', 'yang', 'disebarkan', 'adalah', 'fakta', 'uu', 'apa', 'yang', 'panta', 'untuk', 'andakok', 'berasa', 'kebajaran', 'jenggot', 'takut', 'amat', 'kedoknya', 'kebongkar']
3514;['sumpah', 'bjorka', 'iki', 'sopo']
3515;['uang', 'rakyat', 'dipakai', 'beli', 'vaksin', 'yg', 'ga', 'vaksin', 'ga', 'bs', 'masuk', 'mall', 'dll', 'gmn', 'dok']
3516;['beh', 'leh']
