;text
2987;['iya', 'ada', 'di', 'telegramnya', 'komplit', 'tuh', 'ada', 'data', 'mbak', 'p', 'om', 'et', 'juga']
2988;['kena', 'juga', 'sama', 'kang', 'bjorka', 'dia']
2989;['mahasiswa', 'pemala']
2990;['buka', 'dong', 'bobrok', 'juga', 'federasi', 'ini']
2991;['hi', 'annyeong', 'hadir', 'kak', 'ridi', 'semua', 'prose', 'cepat', 'murmer', 'juga', 'bisa', 'all', 'ewalletqrispulsa', 'yuuk', 'mari', 'di', 'order', 'dijamin', 'fast', 'respon']
2992;['fast', 'youtub', 'premium', 'k', 'kamu', 'udh', 'bisa', 'aks', 'fitur', 'premium', 'nya', 'youtub', 'premium', 'bulan', 'k', 'bulan', 'k', 'bulan', 'k', 'bulan', 'k', 'trust', 'legal', 'aman', 'testi', 'cek', 'pin', 'order', 'dm', 'wa']
2993;['mau', 'mint']
2994;['buzzerrp', 'mulai', 'di', 'serang']
2995;['share', 'link', 'grup', 'dong', 'gw', 'search', 'ga', 'nemu']
2996;['hahahaha', 'hangkrek']
2997;['ini', 'yg', 'ditunggu']
2998;['wkwkkw', 'gg', 'cokk']
2999;['ngapa', 'lu', 'tibatiba', 'muncul', 'bikin', 'gaduh', 'siapa', 'yang', 'bayar', 'lu', 'lu', 'sudah', 'sebar', 'hoax', 'lu', 'haru', 'tanggung', 'jawab', 'kalau', 'data', 'lu', 'bener', 'maka', 'kagak', 'usah', 'takut', 'ye', 'lu', 'antek', 'kebo', 'ya', 'kok', 'nongol', 'saat', 'harga', 'bbm', 'naik', 'nggak', 'usah', 'gaya', 'deh', 'lu', 'cong']
3000;['sini', 'sinii', 'sung', 'prose', 'promo', 'youtub', 'prem', 'famplan', 'bulan', 'k', 'bulan', 'k', 'indplan', 'bulan', 'k', 'bulan', 'k', 'mixplan', 'bulan', 'k', 'bulan', 'k', 'bulan', 'k', 'payment', 'ovo', 'dana', 'shopeepay', 'gopay', 'qri', 'dm', 'or', 'whatsapp']
3001;['yg', 'pent', 'keluarganya', 'bisa', 'makan', 'gak', 'tau', 'halal', 'atau', 'haram', 'uang', 'yg', 'didapat']
3002;['sini', 'kak', 'beli', 'diaku', 'youtub', 'premium', 'bulan', 'aktif', 'sampai', 'januari', 'kak', 'order', 'lewat', 'dmwa', 'ya', 'kak', 'cuma', 'k', 'payment', 'via', 'gopaydanaspayovo', 'fast', 'respon', 'klik', 'link', 'whatsapp']
3003;['identitasmu', 'sudah', 'kebongkar', 'kamu', 'tidak', 'bisa', 'lari', 'lagi', 'hahaha']
3004;['pak', 'kok', 'bisa', 'ada', 'anggapan', 'deni', 'siregar', 'makan', 'dri', 'yang', 'pajak', 'rakyat']
3005;['ngga', 'ada', 'untungnya', 'juga', 'bang', 'buat', 'kuota', 'inet', 'aja']
3006;['hahahahahhahahahahhahahahhahah', 'inimi', 'kiblatnya', 'bbrapa', 'org', 'yg', 'menganggap', 'dirinya', 'ismm']
3007;['itu', 'udah', 'di', 'kasi', 'tau', 'rokoknya', 'gudang', 'garam', 'signatur', 'kopinya', 'kapal', 'api', 'signatur']
3008;['survei', 'yang', 'mana']
3009;['wallah', 'jebol', 'akeh', 'utang', 'kancan']
3010;['l', 'kominfo', 'w', 'bjorka']
3011;['tant', 'tolong', 'kejahatan', 'satgassu', 'merah', 'putih', 'dibuat', 'tito', 'itu', 'dibuka', 'ke', 'rakyat', 'indonesia', 'ya']
3012;['ntar', 'orang', 'pinternya', 'nge', 'hack', 'jalur', 'ilmu', 'hitam', 'samp', 'tau', 'wetonnya']
3013;['bang', 'tolong', 'leak', 'danc', 'practic', 'golden', 'child', 'ra', 'pam', 'pam', 'yang', 'hilang', 'entah', 'kemana', 'itu', 'sekalian', 'sama', 'us', 'vlog', 'play', 'concert', 'ylog', 'ngakunya', 'sih', 'udah', 'shoot', 'tapi', 'kaga', 'tau', 'deh', 'bang']
3014;['sadi', 'lo', 'om', 'orang', 'lg', 'mau', 'ikutan', 'main', 'malah', 'di', 'bulli']
3015;['lah', 'itu', 'perintah', 'lgsung', 'dr', 'presiden', 'kemenk', 'kok', 'kalo', 'g', 'dilakuin', 'bs', 'dipecat', 'kalo', 'udah', 'dipecat', 'jd', 'nake', 'mau', 'kerja', 'apa', 'ya', 'saya', 'kalo', 'jd', 'nake', 'mnding', 'ttep', 'ikut', 'atasan', 'kcuali', 'saya', 'milyard', 'ya', 'dipecat', 'gpp']
3016;['maen', 'nya', 'hebat']
3017;['bang', 'hengker', 'bjorka', 'bisa', 'benahin', 'lampu', 'gak', 'kan', 'hengker']
3018;['mantap', 'ini', 'baru', 'superhero', 'lebih', 'kuat', 'dari', 'hulk', 'ataupun', 'iron', 'man', 'bahkan', 'superman']
3019;['hahaahahahaha']
3020;['tolong', 'beri', 'tau', 'kami', 'rahasia', 'pemerintahan', 'dunia', 'pada', 'abad', 'kekosongan', 'tahun', 'yang', 'lalu']
3021;['minta', 'hak', 'prerogatif']
3022;['bongkar', 'dosadosa', 'sustat', 'jek']
3023;['muka', 'mereka', 'dah', 'tebel', 'sayangnya']
3024;['gilaakssss', 'bingung', 'mau', 'seneng', 'atau', 'marah', 'yg', 'jela', 'kudoakan', 'apa', 'pun', 'yg', 'terbaik', 'untuk', 'negeri', 'ini']
3025;['grend', 'master', 'lebih', 'sampah', 'dri', 'epik']
3026;['tweet', 'nya', 'bjorka', 'menarik', 'nih', 'hahaha', 'sikat', 'teru', 'broh']
3027;['wtf', 'bayar', 'uang', 'pajak', 'd', 'pakai', 'buat', 'bayar', 'buzzer', 'cuk', 'gila', 'emang', 'ini']
3028;['tp', 'motif', 'pembunuhan', 'nya', 'masih', 'blm', 'tau', 'ya', 'dibunuh', 'buat', 'nutupin', 'kasu', 'apa']
3029;['bang', 'coba', 'tolong', 'buktiin', 'kasu', 'alm', 'nike', 'ardila', 'apa', 'benar', 'karena', 'kecelakan', 'murni', 'terima', 'kasih', 'bang']
3030;['ktanya', 'sih', 'dia', 'org', 'garut', 'kata', 'siapa', 'kata', 'gw', 'bantu', 'kami', 'masmba', 'bjorka']
3031;['dia', 'kan', 'emang', 'buzzerrp']
3032;['too', 'fishi', 'niatnya', 'politi', 'bgt']
3033;['bnyk', 'ya', 'bg', 'rikuesnya', 'pasti', 'msh', 'bnyk', 'lg', 'tu', 'hahaha']
3034;['tanggapan', 'presiden', 'setelah', 'mem', 'bocor', 'kan', 'dokumen', 'rahasia', 'negara']
3035;['i', 'think', 'bjorka', 'ini', 'owang', 'jonggol', 'dak', 'wht', 'd', 'y', 't']
3036;['sikat', 'ma']
3037;['ngarti', 'basa', 'enggr', 'gak', 'lu', 'den', 'jawablah', 'giman', 'rasany']
3038;['wahhh', 'klo', 'diginiin', 'mulu', 'bisa', 'tambah', 'ngamuk', 'dia', 'dia', 'bisa', 'buka', 'potensi', 'data', 'semua', 'termasuk', 'percakapan', 'yg', 'berpotensi', 'korupsi', 'pada', 'pejabat', 'rezim']
3039;['kasusnya', 'aksyena', 'blm', 'terungkap']
3040;['yang', 'mau', 'mutualan', 'sama', 'admin', 'repli', 'aja', 'cew', 'onli']
3041;['yaaaaa', 'mergo', 'duit', 'duit', 'duit']
3042;['kapasita', 'otak', 'penguasa', 'sudah', 'terlihat', 'uganda', 'emang', 'kadang']
3043;['lu', 'beneran', 'tahu', 'logo', 'nu', 'gak']
3044;['hajarrrr', 'wkwkwk']
3045;['puncak', 'komedi']
3046;['merind', 'sih', 'pa', 'baca', 'bagian', 'beka', 'korban', 'politik', 'mereka', 'yang', 'disingkirkan', 'oleh', 'negaranya']
3047;['galah', 'mestinta', 'dimulai', 'dari', 'buat', 'statu', 'watsapp', 'dicari', 'pelaku', 'hacker', 'bjorka', 'ntar', 'di', 'ss', 'sama', 'temen', 'kontak', 'lalu', 'ketemu', 'deh']
3048;['myeu', 'muh', 'wkwkwk']
3049;['rasa', 'yang', 'dulu', 'pernah', 'ada']
3050;['pesen', 'empal', 'jengkol', 'boss', 'goceng', 'aja']
3051;['anjay', 'vaksinnya', 'baru', 'x', 'sedangkan', 'gw', 'di', 'kantor', 'haru', 'x']
3052;['keren', 'bjorka']
3053;['wow', 'wow', 'wow', 'ini', 'ga', 'mainmain', 'ini']
3054;['bang', 'ada', 'tukang', 'bakso', 'berbentuk', 'animasi', 'yang', 'lewat', 'belum', 'di', 'monitor', 'desktop', 'hati', 'ah']
3055;['udah', 'rahasia', 'umum', 'kok', 'di', 'buat', 'thread', 'aneh']
3056;['uih', 'a', 'itu', 'mamah', 'miwarang', 'nyangu', 'wkwkkwk']
3057;['tweetnya', 'pecah', 'sih']
3058;['bang', 'bongkar', 'identita', 'calon', 'istriku', 'kelak', 'kalau', 'perlu', 'sertakan', 'sosmednya', 'supaya', 'bisa', 'silaturahmi']
3059;['kira', 'kira', 'ni', 'orang', 'udh', 'berapa', 'kali', 'vaksin', 'ya']
3060;['hayolooh']
3061;['yu', 'sini', 'ka', 'disney', 'share', 'harian', 'u', 'u', 'hari', 'k', 'hari', 'k', 'hari', 'k', 'share', 'bulanan', 'bulan', 'k', 'u', 'bulan', 'k', 'bulan', 'k', 'antilimit', 'privat', 'bulan', 'k', 'bulan', 'k', 'wa']
3062;['anj', 'akunki', 'di', 'blockir', 'wkwkwk']
3063;['jgn', 'disebar', 'bro']
3064;['lanjut', 'kan', 'bo', 'ku']
3065;['no', 'hp', 'nya', 'banyak', 'juga', 'dia', 'ya', 'hahaha', 'ada', 'nomor', 'hp', 'bener', 'gak', 'sih']
3066;['nah', 'iya', 'kan', 'aku', 'kali', 'jadi', 'penguru', 'tp', 'dan', 'emang', 'feenya', 'mantep', 'sih', 'cuma', 'pa', 'lg', 'hamil', 'muda', 'jd', 'gak', 'diijinkan', 'paksu', 'dan', 'jadi', 'heran', 'krna', 'tetiba', 'heboh', 'berita', 'penguru', 'tp', 'banyak', 'yg', 'meningg', 'sementara', 'di', 'daerahku', 'aman', 'aja']
3067;['bentar', 'lagi', 'di', 'undang', 'close', 'the', 'door']
3068;['orang', 'jagir', 'surabaya', 'cuk', 'hahaha']
3069;['baca', 'threadnya', 'dari', 'awal', 'ga', 'dia', 'simpatisan', 'ata', 'temennya', 'wni', 'yg', 'cerita', 'kalau', 'negara', 'ini', 'kacau', 'but', 'no', 'one', 'solv', 'it']
3070;['bang', 'buka', 'jasa', 'tutup', 'akun', 'ga']
3071;['buzzer', 'istana', 'nyata', 'adanya', 'wakwaw', 'duit', 'negara', 'duit', 'rakyat', 'dipak', 'untuk', 'kepentingan', 'penguasa', 'bukan', 'negara', 'anehnya', 'masih', 'ada', 'yg', 'bela', 'penguasa', 'tersebut', 'tinggal', 'nunggu', 'waktu', 'apa', 'berani', 'dan', 'dapat', 'hack', 'kecurangan', 'pemilu', 'serta', 'data', 'korupsi', 'di', 'indonesia']
3072;['iya', 'diluar', 'perkiraan', 'ya']
3073;['murah', 'iphon', 'cuma', 'juta', 'aja', 'buruan', 'klik', 'link', 'di', 'bawah', 'ini', 'keburu', 'habi']
3074;['mend', 'urusin', 'harga', 'bensin', 'dulu', 'ya', 'pak', 'baru', 'nanti', 'nyalon', 'presid']
3075;['kamu', 'buzzzer', 'temannya', 'densi']
3076;['cek', 'microphon', 'dulu', 'buk', 'waktu', 'dan', 'tempat', 'dipersilakan']
3077;['sambo', 'dulu', 'deh', 'sambo']
3078;['benerkan', 'org', 'indo', 'nih', 'bjorka', 'kalau', 'dia', 'org', 'ase', 'yakali', 'ngikutin', 'banget', 'politik', 'indonesia', 'samp', 'tau', 'siapa', 'aja', 'buzzer', 'rp']
3079;['kepala', 'keluarga']
3080;['lama', 'lama', 'ada', 'akun', 'jualan', 'nih']
3081;['mkasih', 'infonyakak']
3082;['mantap', 'bjorkahajarr', 'tuh', 'penjilat']
3083;['bh', 'tu', 'singkatan', 'batteri', 'health']
3084;['gilak']
3085;['ayodong', 'bongkar', 'otak', 'pembunuhan', 'munir', 'jangan', 'cuman', 'eksekutor', 'nya', 'bjirka']
3086;['gk', 'ngerti', 'bh', 'inggri', 'indo', 'aja']
3087;['bang', 'bjorka', 'bisa', 'cheat', 'tittl', 'gak', 'di', 'pb', 'aku', 'bayar', 'nih']
3088;['diserang', 'balik', 'ntar', 'nangi', 'lu', 'thank']
3089;['coba', 'pencet', 'tautan', 'yg', 'di', 'bio', 'nder']
3090;['kan', 'pake', 'orang', 'dalam', 'dia', 'masuknya']
3091;['bersuara', 'dong', 'buk']
3092;['bukan', 'karena', 'langgar', 'uu', 'ite', 'tapi', 'karena', 'takut', 'bakal', 'kebongkar', 'semua', 'busuknya', 'pemerintahan']
3093;['feel', 'fabul', 'tentunya']
3094;['gw', 'suka', 'gw', 'suka', 'hajar', 'teruss']
3095;['hahahaha', 'masih', 'ada']
3096;['bisakah', 'kamu', 'menemukan', 'dalang', 'pada', 'bulan', 'septemb', 'ini', 'yaitu', 'g', 's', 'pki']
3097;['foto', 'bjorkan', 'makin', 'banyak', 'aje', 'gak', 'usah', 'gitulah']
3098;['wkwk', 'dan', 'ketika', 'dikasih', 'bukti', 'ya', 'seperti', 'biasa', 'terdiam']
3099;['kalau', 'bjorka', 'baca', 'ini', 'tulisan', 'tolong', 'cari', 'cctvnya', 'brigadir', 'j', 'baru', 'upload', 'di', 'youtub']
3100;['itu', 'juga', 'kalau', 'beneran', 'berani']
3101;['ini', 'seriu', 'erick', 'thohir', 'cuma', 'sma', 'lah', 'yang', 'banyak', 'potonya', 'tuh', 'yang', 'bareng', 'sandi', 'uno', 'sama', 'mlutfi', 'ex', 'menteri', 'perdagangan', 'gimana', 'dong']
3102;['eric', 'tohir', 'sma', 'doang', 'masa']
3103;['gaskeeen', 'bjorka', 'jangan', 'kasih', 'kendor']
3104;['aku', 'padamuuuuu']
3105;['panik', 'yaaaa', 'wkwkwk']
3106;['majalah', 'dind', 'bang']
3107;['bangsat', 'ini', 'mah', 'copa', 'doang', 'mana', 'gamau', 'translat', 'kontol']
3108;['hacker', 'santri', 'ne', 'imam', 'baliho', 'hr']
3109;['yah', 'kok', 'malah', 'jd', 'tolol']
3110;['dari', 'tulisannya', 'mencurigakan', 'sih', 'kaya', 'terlalu', 'kenal', 'sama', 'indonesia']
3111;['kalo', 'disini', 'namanya', 'bujer', 'bang']
3112;['ring', 'jantung', 'mau', 'copoottt']
3113;['gue', 'salfok', 'bionya', 'bjorka', 'ini', 'make', 'liriknya', 'catch', 'me', 'if', 'you', 'can', 'snsd']
3114;['saranku', 'ojo', 'beredak', 'neng', 'sekitar', 'sampokong', 'sek', 'sam']
3115;['kaga', 'ngarti', 'bh', 'inggri', 'nya', 'si', 'denni', 'om']
3116;['kadrun', 'yg', 'menyalahi', 'kearifan', 'lokal', 'jadinya']
3117;['sok', 'ye', 'pdhl', 'mah']
3118;['nah', 'kena', 'juga', 'dia', 'akhirnya', 'bongkar', 'skalian', 'biar', 'tuman']
3119;['gw', 'follow', 'ngab']
3120;['goblok', 'makanya', 'ikutin', 'dari', 'awal', 'dia', 'baha', 'denni', 'karena', 'ada', 'requ', 'dari', 'orang']
3121;['waw', 'apa', 'bjoerka', 'pendukung', 'aniss']
3122;['dri', 'awal', 'sudah', 'kuduga']
3123;['terbaiiikkkkk']
3124;['saya', 'ngga', 'bisa', 'bh', 'ingri', 'jadi', 'ku', 'translet', 'hai', 'gimana', 'rasanya', 'hidup', 'pake', 'uang', 'pajak', 'dari', 'orang', 'indonesia', 'tapi', 'malah', 'pake', 'internet', 'buat', 'polarisasi', 'orang']
3125;['apa', 'kabar', 'mba', 'bagaimana', 'rasanya', 'merayakan', 'ulang', 'tahun', 'ketika', 'banyak', 'orang', 'yang', 'memprot', 'harga', 'bbm', 'tepat', 'di', 'depan', 'kantor', 'anda']
3126;['datanya', 'dari', 'pedulilindungi']
3127;['anjir', 'masih', 'sempet', 'baha', 'amirdrop']
3128;['amp', 'sedih', 'baca', 'eee', 'taunya', 'bisa', 'ketik', 'bahasa', 'indonesia']
3129;['kirain', 'kesetress']
3130;['yg', 'jela', 'yg', 'bego', 'tu', 'kominfo', 'z']
3131;['wkwk', 'di', 'cengin']
3132;['ngeriiii', 'gerehh']
3133;['bjorka', 'petinggi', 'akatsuki']
3134;['seru', 'bgt']
3135;['prriiiiit', 'priiiit', 'mulai', 'offsid', 'kartu', 'kune']
3136;['cuekin', 'aja', 'beeeeh', 'banyak', 'temennya', 'ditambah', 'kak']
3137;['udahan', 'mainmainnya', 'cari', 'lokasi', 'harun', 'masiku']
3138;['lah', 'bangsat', 'belom', 'pada', 'vaksin', 'booster']
3139;['kemarin', 'johni', 'hari', 'ini', 'bjorka', 'sapa', 'puan', 'hingga', 'denni', 'siregar']
3140;['nomor', 'nik', 'dan', 'tanggal', 'lahirnya', 'kok', 'nggak', 'klop', 'ya', 'tahunnya']
3141;['malah', 'nyanyi']
3142;['hhahahahahahahah', 'kemaren', 'opposit', 'jg', 'dpt', 'datanya', 'doi', 'samp', 'ke', 'tagihan', 'listrik', 'segala']
3143;['disuruh', 'stop', 'pencitraan', 'pak']
3144;['nik', 'dgn', 'tgl', 'lahir', 'tdk', 'sesuai']
3145;['opung']
3146;['jangan', 'gitu', 'bjorka', 'nanti', 'kamu', 'dibilang', 'kadrun']
3147;['bjorka', 'vs', 'pemerintah', 'wakanda']
3148;['kesempatan', 'utk', 'para', 'dukun', 'membuktikan', 'kesaktiannya']
3149;['ini', 'rill', 'gasi']
3150;['terlihat', 'jela', 'banget', 'ga', 'sih', 'bodohnya', 'pemerintah', 'malah', 'nyari', 'lewat', 'googl', 'objek', 'nya', 'hacker', 'pula', 'hduhhh']
3151;['ayoo', 'bang', 'bongkar', 'smua']
3152;['aduh', 'percaya', 'ga', 'percaya', 'sih', 'hati', 'aja', 'sama', 'orang', 'yg', 'mau', 'meng', 'adu', 'domba', 'negara', 'ini', 'jangan', 'samp', 'tercerai', 'berai', 'yah']
3153;['tinggal', 'kerahkan', 'buzzer', 'utk', 'simpan', 'nomer', 'dgn', 'nama', 'yg', 'seolah', 'itu', 'bkn', 'no', 'puan']
3154;['jd', 'mumpung', 'gak', 'bayar', 'lo', 'embat', 'semua', 'kegoblokannya', 'kwkwkwkwkwk', 'goblok', 'goblok']
3155;['kan', 'jata', 'a', 'jg', 'apa']
3156;['oalah', 'gitu', 'to', 'wkwk']
3157;['lah', 'kalian', 'd', 'vaksin']
3158;['ini', 'mh', 'udh', 'tau', 'ni', 'si', 'muchdi', 'udh', 'dibebasin', 'sama', 'ma', 'malah', 'si', 'heker', 'cuma', 'spill', 'identita', 'dia', 'doang', 'si', 'dalang', 'nya', 'masih', 'blom', 'jela', 'ayo', 'bongkar', 'dalang', 'nya', 'kalo', 'bisa', 'jangan', 'cuman', 'bisa', 'bongkar', 'identita']
3159;['oii', 'pada', 'sadar', 'ngga', 'statu', 'keluarganya', 'kepala', 'keluarga', 'i', 'mean', 'how', 'come', 'btw', 'itu', 'di', 'foto', 'sebelah', 'kiri', 'pak', 'yasss', 'kok', 'multitafsir', 'gitu', 'yaa', 'mukanya', 'nyorakin', 'tapi', 'jempolnya', 'tetap', 'ala', 'bapackbapack']
3160;['undang', 'sampah', 'hanya', 'melindungi', 'yg', 'buat', 'kebijakan', 'bukan', 'rakyat']
3161;['aku', 'terkejut', 'kenapa', 'kamu', 'bisa', 'sehebat', 'itu']
3162;['lu', 'orang', 'indo', 'kan', 'hihiw']
3163;['tp', 'seriu', 'dia', 'orang', 'mn', 'sih']
3164;['wah', 'keren', 'babat', 'teru', 'si', 'buzzer', 'laknat', 'ini']
3165;['a', 'wio', 'nyelang', 'heulaaaa']
3166;['aku', 'kok', 'ga', 'bisa', 'nemu', 'chanelnya']
3167;['clue', 'tahun', 'kemarin', 'di', 'southampton', 'sere', 'terlihat', 'tahun', 'ini', 'pindah', 'ke', 'london', 'dah', 'jarang', 'terllihat', 'gegara', 'elpl', 'libur', 'minggu', 'isengin', 'pemerintah', 'indo']
3168;['sumpahh', 'sumpah', 'gw', 'ngebayangin', 'dia', 'ngomong', 'gini', 'tu', 'kaya', 'pa', 'si', 'park', 'chang', 'ho', 'ngomong', 'pa', 'ngancam', 'faham', 'gasi']
3169;['nomor', 'lama', 'kali', 'nomor', 'lama', 'gua', 'juga', 'dah', 'dipak', 'orang']
3170;['trade', 'crypto', 'bonu', 'klik', 'disini']
3171;['ilmu', 'anyar', 'suwon']
3172;['ajarin', 'ngehack', 'bang']
3173;['anaknya', 'mama', 'sabai', 'makin', 'aktif', 'yah']
3174;['ofcours', 'billi', 'org', 'nganjuk', 'mba']
3175;['ma', 'coba', 'kalo', 'bisa', 'dalang', 'g', 'spki', 'sekalian']
3176;['wkwk', 'banyak', 'amat', 'nomer', 'nya']
3177;['mend', 'pada', 'minta', 'bongkar', 'data', 'korupsi', 'e', 'ktp', 'yang', 'dimana', 'saksi', 'kunci', 'si', 'johann', 'marliem', 'meningg', 'di', 'us', 'setelah', 'ketauan', 'punya', 'data', 'orang', 'orang', 'yg', 'korupsi', 'ektp']
3178;['otw', 'samsudin']
3179;['bahasa', 'enggresnya', 'kha', 'enggr', 'ala', 'indonesyah']
3180;['pemberani', 'si', 'aa']
3181;['ketikannya', 'kayak', 'org', 'indo', 'ga', 'sih', 'kayak', 'skenario', 'au']
3182;['giliran', 'si', 'buzzer', 'mulai', 'kena', 'senggol', 'bjorka']
3183;['semangat', 'bang', 'gue', 'udah', 'cape', 'sama', 'ini', 'negara']
3184;['link', 'nyaa']
3185;['masih', 'bingung', 'saya', 'ini', 'gimana']
3186;['ternyata', 'blm', 'bosster', 'giliran', 'kita', 'surh', 'booster']
3187;['negara', 'wakanda', 'negara', 'lawak', 'hobinya', 'nyusahin', 'rakyat', 'kecil']
3188;['sebegitu', 'menghayatinya', 'hidup', 'di', 'dunia', 'maya', 'amp', 'punya', 'tim', 'segala', 'emang', 'ngetik', 'juga', 'ada', 'bayarannya', 'kah', 'ikut', 'dong']
3189;['ia', 'udah', 'makasih']
3190;['subgguh', 'contoh', 'yg', 'tdk', 'baik', 'rakyatmu', 'aja', 'dah', 'booster', 'ke']
3191;['btw', 'itu', 'harusnya', 'life', 'ga', 'sih', 'bukan', 'live', 'cmiiw']
3192;['bro', 'dirimu', 'malah', 'menutupi', 'kasu', 'sambo', 'kamu', 'buka', 'bukaan', 'setelah', 'kasu', 'sambo', 'selesai', 'napa', 'sekarang', 'indonesia', 'lupa', 'sama', 'kasu', 'sambo']
3193;['bongkar', 'lokasi', 'harun', 'masiku', 'dan', 'siapa', 'yg', 'sembunyikan']
3194;['hacker', 'apaan', 'ngurusin', 'buzzer', 'kirain', 'mau', 'ungkap', 'dokumen', 'rahasia', 'negara', 'ini', 'pale', 'buzzer', 'yg', 'sakit', 'hati']
3195;['jadi', 'pengen', 'wa', 'pak', 'siapa', 'tau', 'appli', 'di', 'bumn', 'langsung', 'di', 'acc', 'pake']
3196;['eh', 'si', 'anj', 'islam', 'toh', 'bapak', 'haji', 'ibu', 'hajah', 'oo', 'ternyata', 'anak', 'kadrun']
3197;['nggak', 'bisa', 'aku', 'bang', 'kata', 'si', 'denni']
3198;['ckck', 'ggwpmungkin', 'rotasi']
3199;['di', 'tahun', 'yang', 'sama', 'data', 'denni', 'siregar', 'bocor', 'lewat', 'telkomsel', 'polisi', 'bisa', 'menangkap', 'cepat', 'pelaku', 'tetapi', 'lamban', 'menangani', 'kasu', 'teror', 'baik', 'siber', 'maupun', 'ancaman', 'pembunuhan', 'terhadap', 'cl', 'fh', 'ugm', 'coba', 'mungkin', 'bisa', 'lebih', 'cepat', 'untuk', 'membantu', 'memecahkan', 'kasu', 'ini']
3200;['who', 'aja', 'anjurin', 'cuma', 'x', 'vaksin', 'yg', 'booster', 'ga', 'perlu', 'jika', 'ini', 'pemerintah', 'mewajibkan', 'booster', 'untuk', 'syarat', 'bisa', 'aktifita', 'berarti', 'pemerintah', 'ga', 'sayang', 'ama', 'rakyat', 'pantesan', 'virusnya', 'bermutasi', 'teru', 'ga', 'selesai', 'selesai']
3201;['hahahaha', 'sayapsayap', 'buzzer']
3202;['g', 'ikla', 'dunia', 'akherat', 'bayar', 'pajak', 'buat', 'gaji', 'orang', 'macam', 'segerombolannya']
3203;['bagaimana', 'perasaan', 'kamu', 'jika', 'engkau', 'orang', 'indonesia', 'bjorka', 'pleas', 'help', 'us']
3204;['penjilat']
3205;['sebentar', 'bang', 'mau', 'buka', 'lapak', 'dulu']
3206;['halo', 'kpk', 'bpj', 'dana', 'haji', 'halo', 'bjorka', 'dimana', 'kemampuanmu', 'apakah', 'hanya', 'drama', 'sinetron']
3207;['hayoloh', 'wkwkwk']
3208;['kalau', 'logika', 'dr', 'dia', 'tinggal', 'di', 'indonesia', 'kayak', 'nya', 'engga', 'karena', 'pasti', 'cpt', 'ke', 'tangkep']
3209;['serbuuu']
3210;['mulai', 'dari', 'nol']
3211;['no', 'hp', 'samp', 'makan', 'uang', 'pajak', 'buat', 'nyerang', 'rakyat']
3212;['cari', 'aja', 'dulu', 'nanti', 'kalau', 'sudah', 'ketemu', 'silakan', 'koarkoar', 'jangan', 'dibolakbalik']
3213;['jangan', 'lupa', 'kasu', 'sambo', 'still', 'keep', 'up']
3214;['beginilah', 'wajah', 'buzzerp', 'jika', 'di', 'zoom', 'x']
3215;['yah', 'tau', 'sendiri', 'sdm', 'indonesia', 'makan', 'telur', 'rebu', 'buat', 'anti', 'covid', 'pun', 'percaya']
3216;['wkwkwk', 'buzzerrp', 'asu']
3217;['gk', 'dlu']
3218;['wong', 'nganjuk']
3219;['baru', 'pada', 'faksin']
3220;['wkwk', 'smngat']
3221;['hahahabjorka', 'alamat', 'lu', 'dimanapingin', 'kirim', 'sate', 'padang', 'selakucireng', 'ama', 'somay']
3222;['kok', 'keren', 'luh', 'bjork']
3223;['aku', 'bakalan', 'percaya', 'kalau', 'bjorka', 'ini', 'tau', 'apakah', 'dia', 'beneran', 'cinta', 'sama', 'aku', 'lagian', 'rahasia', 'negara', 'semua', 'juga', 'udah', 'tau', 'gausah', 'diungkap']
3224;['mon', 'maap', 'ada', 'translat', 'indo', 'nya', 'gk']
3225;['walikota', 'balikpapan', 'juga', 'bagu', 'di', 'bongkar', 'data', 'nya', 'karena', 'penuh', 'misteri']
3226;['tuan', 'puteri', 'ini', 'gak', 'panta', 'dan', 'gak', 'layak', 'jadi', 'presiden', 'kalau', 'ngotot', 'juga', 'pdip', 'bakal', 'tenggelam']
3227;['wkwk', 'ngetrol', 'pemerentah']
3228;['tuh', 'cuitan', 'u', 'berdua', 'dideng', 'bjorka']
3229;['hm', 'semakin', 'menarik', 'saja']
3230;['wow', 'oknum', 'tiap', 'menit', 'wa', 'dgn', 'tingkah', 'ma', 'bjorka', 'ini', 'xixi']
3231;['wkwkwkw', 'juh']
3232;['zulfikar', 'anak', 'dari', 'yg', 'sudah', 'pada', 'haji', 'kelakuan', 'ko', 'kitu']
3233;['kabarnya', 'lagu', 'jamrut', 'slamat', 'ulang', 'tahun', 'yg', 'biasanya', 'diputar', 'cuman', 'yah', 'bait', 'di', 'gedung', 'dpr', 'kemarin', 'diputar', 'samp', 'bere', 'album']
3234;['nampaknya', 'masih', 'satu', 'vibe', 'dengan', 'densi', 'dia', 'ini', 'makanya', 'gak', 'terima', 'densi', 'diattack']
3235;['makin', 'seru']
3236;['wahh', 'rame', 'jugaa', 'ternyata']
3237;['erik', 'tohir', 'hni', 'lulusan', 'sma']
3238;['mau', 'hitam', 'atau', 'putihengkau', 'telah', 'menguak', 'banyak', 'misteri', 'pent', 'di', 'nergeri', 'ini', 'laporan', 'selesai']
3239;['bojonegoro', 'kalitidu', 'bjorbojonegoro', 'kakalitidu']
3240;['dirujak', 'aja', 'bro', 'bjorka']
3241;['wow', 'seru', 'ugha']
